id_cliente,data_cadastro,nome_completo,cpf,data_nascimento,genero,cidade,estado,profissao,renda_mensal_bruta,score_credito_inicial,segmento_cliente,status_conta,data_ultimo_login,data_cancelamento
328,2024-08-28,Dra. Mariana Pinto,276.435.908-00,1999-07-08,Feminino,Pereira do Sul,RJ,Optometrista,5972.15,367.39,Standard,Ativa,2025-07-11,
329,2024-11-11,Ísis Oliveira,508.432.761-26,1963-05-12,Masculino,Casa Grande,SC,Zootecnista,6868.92,511.28,Economy,Inativa,2025-03-31,
330,2023-04-05,Ravi Lucca Moreira,189.730.254-14,1999-06-21,Masculino,Nascimento do Sul,PR,Metalúrgico,16549.34,813.56,Economy,Inativa,2025-01-14,
331,2023-03-11,Maria da Rocha,420.598.671-85,1976-11-04,Masculino,Oliveira,AL,Técnico em agropecuária,10717.91,583.1,Standard,Inativa,2024-12-23,
332,2025-07-31,Ryan Barros,281.695.743-82,1996-07-17,Masculino,da Cunha do Sul,SC,Cantor,18986.81,577.99,Premium,Ativa,2025-08-11,
333,2023-08-25,Melissa Freitas,243.718.056-71,2002-06-01,Masculino,Peixoto,TO,Comandante,2435.0,572.19,Economy,Cancelada,2025-02-10,
334,2024-10-25,Isabela Ribeiro,723.458.061-17,1993-04-15,Outro,Aragão,CE,Moleiro,1651.28,359.12,Premium,Inativa,2025-02-24,
335,2022-08-15,Isabel Garcia,674.183.092-87,1967-02-09,Feminino,Rocha Alegre,PE,Tecnólogo em produção moveleira,8269.84,520.32,Economy,Cancelada,2024-11-12,
336,2025-05-29,Dr. João Gabriel Farias,491.258.370-79,1955-04-11,Outro,Moreira,MT,Tecnólogo em jogos digitais,6839.13,512.49,Standard,Cancelada,2025-07-11,
337,2024-01-30,Alexia Azevedo,061.493.257-25,1960-01-24,Outro,Correia do Norte,AC,Roteirista,14087.37,365.35,Premium,Inativa,2024-12-04,
338,2021-01-31,Davi Santos,192.354.807-79,2004-01-23,Feminino,da Rocha dos Dourados,RO,Babá,11819.89,501.08,Premium,Ativa,2024-01-25,
339,2023-10-28,Luna da Cunha,214.603.785-71,2003-02-22,Feminino,da Luz da Serra,PB,Auditor,10751.44,324.92,Premium,Cancelada,2024-04-27,
340,2023-02-01,Samuel Caldeira,286.140.397-78,2003-06-27,Feminino,Andrade,AP,Auxiliar administrativo,11107.66,381.92,Economy,Ativa,2024-08-20,
341,2023-06-26,Clarice Rezende,096.217.348-78,1964-02-29,Outro,Mendes de Lopes,MG,Windsurfer,7392.81,516.13,Economy,Cancelada,2024-06-09,
342,2024-07-13,Matheus Sales,715.296.304-52,1995-03-07,Outro,Nascimento Alegre,AP,Ministro,7722.91,755.56,Economy,Inativa,2025-02-14,
343,2024-06-06,Ana Cecília Gomes,346.052.971-70,1966-06-12,Feminino,Carvalho,AL,Defensor Público,10285.51,309.15,Standard,Cancelada,2024-09-02,
344,2020-10-02,Ana Luiza Vieira,847.930.615-75,2007-06-02,Feminino,Viana do Norte,MG,Carpinteiro,12298.49,738.22,Economy,Cancelada,2021-11-30,
345,2021-09-07,Zoe Cassiano,931.057.826-21,1987-07-21,Outro,Pinto de Aparecida,ES,Torreiro/Torrista,10279.92,831.89,Economy,Cancelada,2023-09-30,
346,2023-11-15,Calebe Marques,921.605.384-42,1950-06-18,Masculino,Costa,PA,Geriatra,12295.18,393.78,Economy,Cancelada,2024-12-25,
347,2024-09-07,Sr. Yago Carvalho,530.412.789-79,2006-08-05,Feminino,Sá,PA,Contador,4233.85,674.4,Premium,Cancelada,2025-04-29,
348,2024-02-10,Ana Cecília Carvalho,162.038.457-44,1981-09-22,Masculino,Santos,RS,Psiquiatra,5029.51,542.57,Standard,Ativa,2024-10-10,
349,2025-01-23,Carolina Costela,247.315.096-61,1973-10-08,Masculino,Pimenta de Borges,RS,Ferreiro,9091.98,726.23,Standard,Cancelada,2025-07-09,
350,2022-05-14,Vinícius Brito,953.781.206-59,1949-11-22,Outro,Vieira,BA,Tecnólogo em recursos pesqueiros,4054.53,414.04,Standard,Cancelada,2023-02-18,
351,2024-11-05,Augusto Aragão,543.729.608-83,2002-06-29,Feminino,Nascimento,CE,Comprador,7304.42,395.25,Economy,Inativa,2025-03-27,
352,2024-07-22,Pedro Miguel Pastor,956.182.703-40,1977-10-05,Outro,Brito,ES,Líder comunitário,15781.81,696.51,Economy,Cancelada,2024-09-05,
353,2024-12-23,Raquel Aragão,623.471.590-70,1971-05-30,Feminino,Silveira de Correia,RS,Hematologista,5056.89,435.59,Economy,Inativa,2025-02-13,
354,2025-07-04,Dra. Ana Liz da Mota,217.368.904-50,1961-05-10,Feminino,Vieira,SE,Skatista,15766.72,687.7,Economy,Cancelada,2025-07-09,
355,2025-05-23,Heloísa Borges,687.914.352-00,2002-02-24,Feminino,Siqueira,PA,Engenheiro de aquicultura,7952.86,813.54,Economy,Inativa,2025-07-12,
356,2021-11-12,Clarice Oliveira,069.734.812-13,1974-10-25,Outro,Sampaio de Brito,PB,Operador de bombas,14017.51,508.83,Standard,Inativa,2022-09-13,
357,2021-10-30,Sra. Helena Cardoso,543.906.721-34,1982-01-07,Masculino,Santos,PB,Profissional de hotelaria,6873.37,458.2,Economy,Ativa,2021-11-16,
358,2024-05-13,Nathan Cirino,570.698.321-68,1951-01-17,Feminino,da Rocha,PA,Engenheiro mecânico,13635.48,711.04,Premium,Ativa,2024-12-09,
359,2024-02-13,Bruno Pinto,509.863.217-02,1985-02-25,Feminino,Fonseca da Serra,RS,Produtor de audio visual,18760.94,682.89,Premium,Ativa,2024-12-26,
360,2024-02-25,Lucas Gabriel da Costa,817.549.632-00,1982-02-25,Outro,Montenegro das Pedras,GO,Assistente administrativo,5926.72,327.92,Economy,Ativa,2025-04-17,
361,2020-12-10,Camila Melo,894.372.061-04,1969-08-26,Masculino,Barros,MG,Corredor de atletismo,3353.66,481.66,Standard,Ativa,2023-03-22,
362,2022-01-25,Daniel Sampaio,279.614.058-01,2005-02-10,Masculino,Melo,MS,Lutador de luta livre,1595.86,602.69,Premium,Inativa,2022-06-16,
363,2022-11-05,Antônio da Conceição,856.429.371-46,1987-01-07,Feminino,da Rosa de Nunes,BA,Fiscal,10332.8,409.7,Standard,Inativa,2023-08-28,
364,2021-06-26,Benicio Casa Grande,547.186.203-17,1964-09-15,Masculino,Castro,ES,Cardiologista,18296.83,349.2,Economy,Ativa,2023-06-29,
365,2020-10-31,Léo Cirino,380.526.194-24,1967-12-29,Outro,Nascimento,MA,Cartógrafo,17231.16,320.51,Premium,Inativa,2021-06-09,
366,2025-03-25,Raul Dias,205.769.318-02,1973-02-03,Masculino,Fernandes de Sales,AM,Neurocirurgião,18777.57,319.99,Standard,Inativa,2025-06-05,
367,2025-02-16,Apollo Guerra,937.206.548-00,1957-09-18,Outro,Viana,SP,Engraxate,19299.43,809.32,Premium,Ativa,2025-05-27,
368,2021-08-09,Aurora Moraes,637.245.091-70,1954-06-23,Outro,Casa Grande das Pedras,MS,Jogador de handebol,3485.06,840.65,Standard,Inativa,2025-01-08,
369,2022-06-29,Aurora Cunha,769.213.408-13,1966-02-20,Outro,Costela,MA,Navegador,11199.89,789.09,Premium,Cancelada,2023-08-05,
370,2025-07-27,Maria Flor Borges,064.317.829-50,1980-02-04,Masculino,Cirino,TO,Jogador de basquete,16463.06,481.88,Economy,Inativa,2025-08-03,
371,2022-01-27,Kevin Monteiro,873.061.249-78,1978-01-30,Outro,Rezende,RO,Especialista em agronegócios,4944.68,705.14,Standard,Cancelada,2024-12-30,
372,2022-09-18,Arthur Campos,471.952.368-46,1978-02-27,Masculino,Pires do Amparo,RR,Cartazeiro,4746.66,770.88,Standard,Inativa,2024-09-19,
373,2022-06-29,Enrico Pacheco,025.371.896-12,1992-02-20,Masculino,Fonseca das Pedras,RS,Guitarrista,8915.42,352.46,Premium,Inativa,2022-07-19,
374,2020-11-14,Théo Correia,219.475.683-37,1966-07-18,Masculino,Nascimento,RJ,Guarda roupeiro,1626.36,510.97,Standard,Inativa,2023-11-29,
375,2024-09-29,Dr. Noah Fernandes,213.846.590-05,1950-05-18,Feminino,Marques de Minas,AM,Chaveiro,12275.52,615.08,Standard,Cancelada,2025-03-15,
376,2025-03-31,Sr. Pedro Miguel Peixoto,852.970.436-38,1977-06-10,Masculino,Sales,ES,Físico,2649.3,365.02,Standard,Ativa,2025-05-13,
377,2021-04-03,Srta. Ana Vitória Almeida,760.195.483-84,1957-03-07,Outro,Aparecida de Minas,MA,Técnico em segurança do trabalho,18577.46,788.29,Standard,Cancelada,2021-08-06,
378,2020-09-04,Gabrielly Pastor,325.061.894-24,1955-03-24,Feminino,Castro do Galho,SP,Xilógrafo,8299.56,421.47,Premium,Inativa,2021-04-15,
379,2023-09-10,Alice Moura,394.170.586-57,1978-11-29,Outro,Sampaio Verde,CE,Mecânico,19793.5,505.49,Economy,Cancelada,2023-10-28,
380,2023-12-30,Mariana Cunha,836.027.945-47,1955-11-08,Outro,Teixeira de Fonseca,RR,Espeleologista,16336.91,754.08,Premium,Cancelada,2025-05-11,
381,2023-05-31,Matheus da Paz,749.183.260-13,1951-12-26,Masculino,Melo,RO,Inspetor,11221.87,590.5,Standard,Ativa,2024-02-20,
382,2021-07-10,Miguel Macedo,819.735.024-88,2007-07-21,Masculino,Fonseca,DF,Gestor ambiental,2642.52,601.21,Economy,Ativa,2023-07-17,
383,2021-08-17,Otávio Silveira,748.653.219-00,1998-07-31,Masculino,Moraes de da Mota,BA,Meteorologista,4543.94,769.97,Standard,Ativa,2023-03-31,
384,2021-03-02,Catarina Alves,109.358.762-86,1964-03-02,Outro,da Rosa,RN,Sapateiro,12288.23,350.02,Economy,Inativa,2023-05-21,
385,2021-02-09,Nina Costa,478.926.530-74,1954-01-24,Feminino,Lopes,AM,Jogador de boliche,3940.97,528.48,Economy,Ativa,2024-07-03,
386,2022-11-17,Arthur Gabriel Cavalcanti,842.361.759-91,1999-02-04,Outro,Teixeira de Camargo,RJ,Tecnólogo em geoprocessamento,16427.93,697.8,Standard,Inativa,2024-02-04,
387,2023-01-30,Olívia Novais,280.396.451-15,1981-09-30,Outro,Duarte do Norte,AC,Psicólogo,5531.17,340.17,Standard,Inativa,2024-06-15,
388,2020-11-07,Dra. Amanda Teixeira,561.329.870-02,1998-03-03,Outro,da Cruz,ES,Tabelião,19891.29,814.02,Premium,Inativa,2022-07-08,
389,2022-03-10,Lucca Cavalcante,085.937.416-57,1954-07-22,Feminino,Pastor de Almeida,MT,Investigador particular,4829.65,374.49,Economy,Cancelada,2024-07-21,2025-03-06
390,2023-06-25,Beatriz Sales,357.482.169-73,1968-04-30,Feminino,Lopes do Oeste,PR,Serventuário,8427.53,790.23,Standard,Inativa,2023-09-09,
391,2024-11-12,Hadassa da Paz,409.731.825-04,1995-04-13,Outro,da Mata de Minas,RJ,Perfusionista,19336.67,781.0,Premium,Cancelada,2025-07-04,
392,2023-01-02,Liz Montenegro,465.137.298-82,1961-10-17,Masculino,Almeida,RS,Toxicologista,4801.76,595.49,Economy,Ativa,2025-02-03,
393,2023-03-18,Nina da Mata,860.412.379-22,1960-06-12,Masculino,Souza,RO,Ferramenteiro,16944.2,715.9,Standard,Inativa,2024-06-01,
394,2024-11-06,Gustavo Jesus,492.758.130-60,1973-06-03,Outro,Cassiano,DF,Alpinista,9346.37,508.6,Premium,Ativa,2025-07-09,
395,2021-11-08,Maya Lima,032.719.654-80,1997-08-10,Masculino,Silveira,PR,Agricultor,6599.52,815.58,Economy,Ativa,2023-08-10,
396,2020-11-26,Nicolas Fonseca,162.904.578-02,2001-08-16,Outro,Borges de da Costa,RN,Cartunista,9255.95,721.33,Premium,Ativa,2022-05-21,2022-04-24
397,2024-06-29,Sra. Isabela Lima,321.768.954-28,1967-10-22,Masculino,Mendonça,PI,Intérprete de Bíblias,12487.97,545.54,Economy,Cancelada,2025-06-09,
398,2024-02-16,Isadora da Mota,257.896.043-74,1956-03-06,Masculino,Sales,SE,Tecnólogo em automação industrial,15200.01,521.25,Premium,Cancelada,2024-12-11,
399,2021-10-28,Sra. Camila Nascimento,376.092.485-92,1981-09-07,Masculino,Costela da Serra,PB,Separador,4092.51,846.42,Premium,Cancelada,2022-12-31,
400,2022-03-19,João Guilherme Barros,796.823.041-13,1996-09-26,Outro,Fogaça,PA,Radiologista,12561.48,669.89,Standard,Ativa,2024-05-31,
401,2024-04-10,Srta. Ana Júlia Ramos,279.031.846-87,1981-05-25,Masculino,Castro,ES,Passador,19735.37,586.69,Standard,Inativa,2024-09-18,
402,2024-03-12,Noah Vieira,578.691.204-30,1994-02-23,Outro,Costa de Minas,PA,Inspetor,19047.62,783.84,Premium,Cancelada,2025-02-15,
403,2021-07-15,Heloisa Almeida,083.971.256-12,2000-06-16,Outro,Guerra,RN,Manobrista,10668.98,834.76,Economy,Cancelada,2025-05-27,
404,2023-08-18,Dante Albuquerque,867.953.042-56,1958-04-14,Outro,Viana,GO,Especialista em agronegócios,7396.59,528.98,Premium,Inativa,2025-07-18,
405,2024-05-11,Henrique da Paz,362.910.754-07,1971-10-15,Outro,da Cruz de Freitas,RJ,Tecnólogo em produção Sucroalcooleira,10260.1,767.14,Standard,Cancelada,2024-11-27,
406,2023-11-12,Dr. Heitor Silva,694.087.531-00,1954-08-08,Feminino,Melo,MS,Recepcionista,18422.71,609.31,Standard,Cancelada,2024-09-09,
407,2025-04-29,Srta. Alana da Cunha,864.352.170-17,2005-09-22,Feminino,da Luz,CE,Ortopedista,5992.88,411.84,Economy,Ativa,2025-07-04,
408,2023-02-03,Liam Santos,862.709.531-03,1969-04-20,Feminino,Souza da Praia,PA,Escritor,3210.58,698.52,Premium,Ativa,2024-04-11,
409,2025-02-21,Valentim Dias,625.731.908-03,1964-11-22,Outro,Aragão,ES,Corretor de seguros,12691.93,321.75,Premium,Ativa,2025-07-18,
410,2020-10-21,Bruna Monteiro,075.843.619-00,1964-09-20,Outro,Campos,MS,Bóia-fria,14899.65,607.37,Standard,Ativa,2024-03-17,
411,2021-08-24,Dra. Júlia Nunes,930.461.872-03,1966-02-08,Feminino,Rocha de Brito,MT,Almirante,7108.98,799.95,Premium,Ativa,2024-12-20,
412,2022-01-18,Sr. Lorenzo Cassiano,017.653.428-80,2006-07-18,Masculino,Farias,AL,Técnico de som,15317.27,714.88,Premium,Cancelada,2022-06-26,
413,2023-09-28,Dra. Caroline Cunha,045.697.381-84,1975-11-28,Masculino,Cavalcanti de Goiás,SP,Laboratorista,8837.69,431.63,Standard,Inativa,2025-07-12,
414,2021-01-26,Larissa Ramos,214.369.850-05,1999-01-24,Outro,Moraes do Oeste,PR,Médico legista,13501.34,469.63,Standard,Cancelada,2021-10-24,
415,2025-01-20,Ayla Sá,652.389.041-42,1977-04-05,Feminino,Rocha de Câmara,RS,Tecnólogo em rochas ornamentais,3324.25,839.73,Standard,Inativa,2025-05-18,
416,2024-03-12,Valentina Barros,476.032.185-35,2003-08-10,Feminino,Moreira,PA,Estoquista,7289.06,325.14,Premium,Cancelada,2024-12-13,
417,2023-06-21,Bianca Moraes,691.354.278-09,1981-08-02,Feminino,Vargas,PE,Agente de defesa sanitária animal,11736.26,621.22,Economy,Inativa,2025-06-13,
418,2021-03-13,Matteo Aparecida,164.273.589-28,1987-12-31,Masculino,Cirino do Oeste,CE,Baixista,7602.51,508.91,Premium,Inativa,2021-12-28,
419,2024-05-12,Pedro Henrique Nascimento,096.871.342-40,1984-08-30,Outro,da Rosa de Pinto,TO,Reumatologista,7744.94,719.85,Standard,Cancelada,2025-06-19,
420,2022-06-07,Liz Borges,290.175.648-49,1988-09-15,Feminino,Rezende de Casa Grande,RS,Engenheiro agrônomo,10025.34,703.02,Standard,Ativa,2024-08-21,
421,2022-10-22,Caio da Rosa,729.305.146-80,1985-12-09,Outro,Melo de Almeida,PB,Promotor de eventos,10533.85,804.29,Economy,Cancelada,2025-01-13,
422,2021-11-03,Ana Júlia Farias,016.374.298-78,1966-09-23,Outro,Mendonça do Galho,RJ,Viveirista,2125.74,765.68,Economy,Ativa,2024-12-24,
423,2023-09-08,Isabel Silva,089.342.715-23,1988-12-27,Feminino,Camargo de Monteiro,RN,Surfista,4043.59,646.89,Premium,Cancelada,2025-04-09,
424,2022-05-12,Gael Melo,573.416.289-28,1990-01-31,Masculino,da Rocha,SC,Trompetista,10856.06,505.26,Economy,Cancelada,2022-06-05,
425,2022-07-31,Maria Cecília Vieira,723.850.946-65,1973-10-21,Outro,Castro,RN,Office-boy,18385.9,662.61,Premium,Ativa,2025-06-13,
426,2021-02-17,Isaac Costela,809.265.174-49,1973-10-03,Feminino,Fernandes,PA,Capelão,1719.24,591.18,Standard,Cancelada,2025-08-07,
427,2023-09-19,Luigi Viana,504.197.823-97,1956-08-17,Masculino,Marques de Sá,AM,Caldeireiro,10791.0,683.82,Standard,Ativa,2024-02-22,
428,2024-07-15,Asafe Montenegro,129.678.543-28,1984-12-26,Masculino,Teixeira de Montenegro,PR,Broker/Corretor da bolsa de valores,11201.13,432.53,Economy,Cancelada,2025-06-22,
429,2021-05-25,Guilherme Macedo,603.972.458-74,1970-09-22,Feminino,da Mata,MS,Urologista,6445.51,518.29,Standard,Inativa,2024-11-11,
430,2024-05-27,Vinícius Leão,326.975.801-40,1970-07-18,Masculino,Vargas,AC,Vendedor,19819.31,424.22,Economy,Ativa,2025-03-20,
431,2024-08-29,Dr. Enzo Lopes,069.581.724-85,2004-05-11,Outro,Guerra da Prata,MA,Vigia parlamentar,15552.34,351.43,Standard,Inativa,2024-09-28,
432,2024-05-04,Vinícius Pimenta,267.514.398-73,2002-05-13,Masculino,Vasconcelos do Oeste,MA,Baterista,13279.84,686.56,Premium,Inativa,2024-05-07,
433,2020-10-23,Srta. Stephany Nogueira,431.962.580-33,1969-01-10,Outro,Alves,SE,Piloto automobilístico,16010.96,611.22,Premium,Cancelada,2024-04-21,
434,2023-08-04,Sra. Sofia Camargo,054.872.936-00,1963-08-17,Masculino,da Rosa de Oliveira,SC,Administrador de banco de dados DBA,5411.22,777.46,Economy,Inativa,2025-03-02,
435,2022-11-22,Yasmin Peixoto,354.287.169-91,2006-08-21,Masculino,Caldeira,MT,Passador,14161.93,454.21,Economy,Cancelada,2025-02-04,
436,2023-07-16,Diogo Silva,691.083.745-20,1997-05-09,Masculino,Barbosa de Freitas,RO,Pedreiro,18682.18,472.97,Premium,Cancelada,2024-04-17,
437,2022-08-22,Theo Porto,678.531.420-80,1982-01-18,Outro,Silva de Marques,BA,Tradutor,16686.69,810.88,Standard,Ativa,2024-12-19,
438,2023-03-12,Olívia Andrade,285.043.671-26,1980-04-26,Outro,Aparecida do Galho,BA,Carnavalesco,16941.04,514.04,Economy,Inativa,2024-11-19,
439,2022-06-26,Ana Vieira,296.085.173-03,2007-02-08,Outro,Campos,PI,Grafologista,4089.09,843.66,Economy,Ativa,2023-06-09,
440,2020-12-18,Rael Fernandes,672.914.358-46,1952-03-21,Feminino,Siqueira,MT,Biólogo,2493.38,540.4,Premium,Inativa,2023-03-17,
441,2024-08-17,Miguel Fernandes,807.529.164-67,1988-03-02,Outro,Novais do Campo,RS,Produtor de audio visual,19164.88,518.19,Standard,Ativa,2025-01-13,
442,2021-01-19,Vicente Correia,780.954.163-39,2005-01-10,Feminino,da Cruz,TO,Transcritor,10576.16,495.7,Standard,Inativa,2023-07-13,
443,2024-10-27,Luna Guerra,907.682.351-03,1983-03-30,Outro,Moura,MT,Jogador de bocha,13722.43,347.13,Economy,Inativa,2024-11-20,
444,2021-11-29,João Pedro Casa Grande,241.793.608-96,1956-04-11,Outro,Alves,RR,Assistente social,2859.87,447.38,Standard,Cancelada,2022-04-12,
445,2022-02-12,Dr. Marcos Vinicius Campos,038.645.172-90,1955-05-10,Masculino,da Mata,AL,Fresador,15183.62,474.17,Premium,Ativa,2022-08-13,
446,2022-12-14,Antony da Mata,813.649.275-19,1973-03-28,Feminino,Barros de Porto,PE,Designer de produto ou desenhista industrial,9727.61,718.74,Premium,Ativa,2024-03-31,2024-01-16
447,2024-07-17,Vitor Gabriel Lima,870.934.256-74,1957-11-19,Feminino,Araújo,PR,Engenheiro naval,9803.61,605.11,Standard,Ativa,2025-02-16,2024-09-21
448,2023-08-14,Hadassa Pacheco,840.159.763-39,1998-04-26,Feminino,Sampaio do Campo,TO,Cinegrafista,11753.07,628.31,Standard,Inativa,2024-05-19,2024-04-28
449,2024-04-02,Luiza Rodrigues,547.216.809-02,2007-07-24,Feminino,Almeida Grande,RS,Acupunturista,8674.29,346.58,Economy,Ativa,2025-06-17,2024-07-17
450,2023-09-03,Noah Novais,761.850.429-67,1949-11-16,Masculino,Fogaça,TO,Investigador de Polícia,14178.35,393.23,Standard,Inativa,2023-09-09,
451,2024-10-06,Srta. Camila Martins,537.016.289-12,1970-05-23,Masculino,Borges,TO,Representante comercial,2670.44,539.07,Standard,Inativa,2024-11-30,
452,2023-10-03,Maria Cecília Andrade,473.018.652-44,1996-07-07,Masculino,Novaes,DF,Técnico em desporto,8180.81,819.32,Economy,Cancelada,2024-03-02,
453,2024-04-27,Benício Pastor,219.748.603-96,1988-08-12,Outro,Rodrigues da Prata,PB,Acupunturista,5117.64,358.83,Standard,Ativa,2025-02-09,
454,2025-04-26,Lorenzo Lopes,641.583.970-57,1986-10-21,Feminino,Aragão,GO,Lutador de luta livre,17069.85,508.94,Standard,Inativa,2025-08-11,
455,2023-04-16,Sr. Apollo Sousa,361.785.240-80,1967-12-21,Outro,Alves,PR,Marcador de luz,19523.17,374.87,Standard,Cancelada,2024-03-16,
456,2024-09-01,Dr. Josué Caldeira,735.602.198-68,1983-12-30,Masculino,Pires,PB,Profissional de recursos humanos,10361.68,397.7,Standard,Inativa,2025-04-08,
457,2021-04-02,Luara Sales,120.637.859-02,2006-02-24,Outro,Caldeira,RO,Assistente de direção,13208.7,832.27,Premium,Inativa,2025-04-06,
458,2023-06-04,Noah da Conceição,907.365.814-48,1966-09-25,Feminino,Moreira de Farias,RJ,Defensor Público,8252.79,812.64,Premium,Cancelada,2024-04-06,
459,2021-03-02,Evelyn Oliveira,284.935.706-56,1950-05-05,Masculino,Aparecida,AL,Ceramista,14111.68,602.55,Economy,Inativa,2024-05-07,
460,2022-03-09,Dr. Vitor Hugo Vasconcelos,297.846.510-76,1974-11-28,Masculino,Araújo,ES,Paginador,9611.42,460.23,Economy,Ativa,2025-06-28,
461,2024-09-21,Sr. Guilherme Porto,315.879.426-82,1982-01-28,Feminino,Pimenta da Mata,PA,General,13950.09,376.55,Standard,Ativa,2024-10-09,
462,2021-06-09,Thales Câmara,038.741.562-90,1975-12-23,Masculino,Costela das Flores,CE,Administrador de redes,14731.87,733.99,Premium,Inativa,2024-09-29,
463,2022-06-10,Diego da Rocha,735.061.489-66,1953-11-26,Feminino,da Luz,SC,Controller,12271.51,593.9,Economy,Inativa,2022-07-14,
464,2022-04-29,Felipe da Luz,102.358.749-14,1981-10-15,Feminino,da Costa de Freitas,SE,Instrutor,14480.23,746.76,Economy,Cancelada,2022-11-30,
465,2023-12-07,Maya Silva,192.865.374-09,2004-03-19,Masculino,Peixoto das Pedras,RS,Engenheiro civil,15725.65,661.68,Standard,Ativa,2025-08-03,
466,2025-03-26,Laís Vieira,253.089.147-88,1993-11-20,Masculino,Siqueira,AP,Museólogo,11919.58,654.77,Economy,Inativa,2025-06-19,
467,2024-08-01,Sophia Freitas,789.125.346-37,1985-04-16,Feminino,da Mata de Pacheco,MG,Skatista,19365.76,536.75,Premium,Ativa,2024-10-03,
468,2025-03-27,Guilherme Machado,369.275.148-64,1983-07-02,Outro,Carvalho,SP,Baterista,15316.78,606.9,Economy,Cancelada,2025-04-01,
469,2022-02-07,Ravi Lucca Moraes,956.378.412-09,1979-09-20,Feminino,da Mata das Flores,AC,Corredor de atletismo,8735.98,724.79,Economy,Cancelada,2022-11-30,
470,2022-11-01,Juan Montenegro,891.627.035-95,1965-01-12,Feminino,Andrade da Prata,DF,Gerente de banco,19957.5,565.52,Standard,Inativa,2023-01-17,
471,2021-08-11,Kamilly Correia,924.085.713-32,1968-09-21,Masculino,Melo,RS,Papiloscopista,3647.28,817.37,Premium,Inativa,2022-10-29,
472,2025-07-29,Ian Silveira,379.465.821-37,2004-10-24,Feminino,Vieira de Minas,MT,Crítico,16008.99,586.61,Standard,Inativa,2025-08-15,
473,2022-10-09,Ana Freitas,294.503.816-15,2004-04-04,Outro,Lima das Flores,SP,Tenente,14390.12,475.4,Standard,Ativa,2023-12-19,2024-01-09
474,2023-04-26,Davi Miguel Cassiano,568.130.947-93,1968-07-16,Masculino,Farias,RJ,Mestre cervejeiro,1917.82,488.69,Premium,Cancelada,2023-05-15,
475,2023-10-28,Emanuelly Andrade,970.168.354-48,1967-04-19,Outro,da Rocha,RO,Pediatra,6012.39,395.95,Premium,Inativa,2024-02-18,
476,2020-12-22,Luan Jesus,621.743.580-26,1952-12-17,Feminino,Costela Grande,DF,Fisioterapeuta,5789.33,522.78,Premium,Ativa,2023-05-22,
477,2022-10-15,Luana Pastor,387.210.594-97,1990-10-15,Feminino,Pereira de Goiás,PE,General,8818.27,705.56,Premium,Inativa,2024-02-19,
478,2025-03-07,Ana Cecília Sousa,147.256.380-80,2000-08-15,Feminino,da Cruz da Serra,RN,Marcador de luz,1582.33,418.14,Standard,Cancelada,2025-05-21,
479,2022-12-01,Aylla Gonçalves,032.754.689-10,2002-06-16,Masculino,Monteiro,PA,Prático,12180.94,739.73,Economy,Ativa,2023-05-31,
480,2021-03-26,Lunna Jesus,724.190.358-79,1971-01-06,Masculino,Garcia de Fernandes,SC,Laboratorista,9964.68,444.29,Standard,Cancelada,2024-07-21,
481,2024-11-27,Davi Luiz Duarte,798.064.123-03,1972-08-20,Feminino,Melo,TO,Enólogo,12543.96,636.22,Economy,Ativa,2024-11-29,
482,2024-11-01,Felipe da Rocha,186.905.247-11,1959-07-10,Feminino,Cavalcanti do Oeste,RR,Antropólogo,12921.21,747.56,Economy,Inativa,2024-11-06,
483,2025-02-02,Vicente Ramos,164.307.589-66,1980-07-02,Outro,da Cruz,MS,Engenheiro aeronáutico,3067.91,373.67,Premium,Ativa,2025-04-30,
484,2021-08-17,Lucca Correia,139.657.408-57,1950-07-23,Masculino,Duarte,MT,Produtor editorial,8406.16,377.75,Standard,Inativa,2021-09-26,
485,2023-10-06,Mariane Campos,391.267.045-52,1985-11-10,Outro,Gomes,DF,Militar do Exército,8598.63,402.16,Economy,Cancelada,2025-07-04,
486,2021-09-23,Maria Eduarda Aparecida,136.248.075-44,1987-10-16,Outro,Brito Alegre,RS,Tesoureiro,18717.86,395.28,Premium,Inativa,2022-10-24,
487,2022-07-27,Lucas Gabriel Cavalcanti,571.204.389-05,2003-04-02,Masculino,da Conceição,AC,Reumatologista,7319.73,548.05,Premium,Inativa,2024-12-05,
488,2024-06-03,Isabelly Pinto,102.736.985-59,1956-10-28,Feminino,Ramos,AL,Engenheiro acústico,4025.89,748.37,Economy,Cancelada,2024-09-15,
489,2025-03-31,Sra. Catarina da Mota,506.928.173-95,1984-04-25,Feminino,da Cruz do Oeste,PI,Assistente administrativo,14166.89,528.6,Standard,Inativa,2025-08-10,
490,2025-02-28,Hellena Pereira,685.130.497-00,1988-03-13,Outro,Aragão,RS,Cinematográfo,2070.92,718.58,Standard,Ativa,2025-04-11,
491,2025-04-27,Gabrielly da Costa,816.532.940-51,1956-11-28,Outro,Lima,CE,Recepcionista,6840.4,729.41,Economy,Cancelada,2025-05-16,
492,2021-11-14,Gabriela da Mata,715.368.942-73,1966-03-06,Feminino,Teixeira Grande,TO,Numerólogo,11669.93,362.27,Premium,Inativa,2023-07-22,
493,2020-09-22,Vitor Gabriel Cassiano,824.369.517-64,1971-10-01,Feminino,Barbosa de Farias,BA,Urologista,11527.8,716.23,Economy,Inativa,2024-11-29,
